target_date,year,month,week_start_date,season_window,daily_order_target,actual_orders,daily_assembly_target,actual_assembled,daily_ship_target,actual_shipped_48h,backlog_eod,on_time_ship_rate,target_met_flag
2021-07-08,2021,7,2021-07-05,Normal,44.0,51,44.0,52,44.0,52,3,1.0196,True
2021-07-09,2021,7,2021-07-05,Normal,44.0,40,44.0,42,44.0,40,3,1.0,False
2021-07-10,2021,7,2021-07-05,Normal,44.0,38,44.0,40,44.0,38,3,1.0,False
2021-07-11,2021,7,2021-07-05,Normal,44.0,24,44.0,26,44.0,24,3,1.0,False
2021-07-12,2021,7,2021-07-12,Normal,44.0,35,44.0,38,44.0,35,3,1.0,False
2021-07-13,2021,7,2021-07-12,Normal,44.0,47,44.0,49,44.0,46,4,0.9787,True
2021-07-14,2021,7,2021-07-12,Normal,44.0,51,44.0,52,44.0,50,5,0.9804,True
2021-07-15,2021,7,2021-07-12,Normal,44.0,45,44.0,48,44.0,47,3,1.0444,True
2021-07-16,2021,7,2021-07-12,Normal,44.0,39,44.0,41,44.0,39,3,1.0,False
2021-07-17,2021,7,2021-07-12,Normal,44.0,37,44.0,40,44.0,39,1,1.0541,False
2021-07-18,2021,7,2021-07-12,Normal,44.0,38,44.0,39,44.0,38,1,1.0,False
2021-07-19,2021,7,2021-07-19,Normal,44.0,33,44.0,31,44.0,30,4,0.9091,False
2021-07-20,2021,7,2021-07-19,Normal,44.0,45,44.0,46,44.0,43,6,0.9556,False
2021-07-21,2021,7,2021-07-19,Normal,44.0,46,44.0,49,44.0,48,4,1.0435,True
2021-07-22,2021,7,2021-07-19,Normal,44.0,37,44.0,40,44.0,40,1,1.0811,False
2021-07-23,2021,7,2021-07-19,Normal,44.0,49,44.0,50,44.0,47,3,0.9592,True
2021-07-24,2021,7,2021-07-19,Normal,44.0,41,44.0,43,44.0,40,4,0.9756,False
2021-07-25,2021,7,2021-07-19,Normal,44.0,47,44.0,47,44.0,46,5,0.9787,True
2021-07-26,2021,7,2021-07-26,Normal,44.0,43,44.0,45,44.0,42,6,0.9767,False
2021-07-27,2021,7,2021-07-26,Normal,44.0,34,44.0,39,44.0,38,2,1.1176,False
2021-07-28,2021,7,2021-07-26,Normal,44.0,33,44.0,34,44.0,32,3,0.9697,False
2021-07-29,2021,7,2021-07-26,Normal,44.0,34,44.0,38,44.0,35,2,1.0294,False
2021-07-30,2021,7,2021-07-26,Normal,44.0,54,44.0,56,44.0,53,3,0.9815,True
2021-07-31,2021,7,2021-07-26,Normal,44.0,43,44.0,45,44.0,43,3,1.0,False
2021-08-01,2021,8,2021-07-26,Normal,44.0,50,44.0,52,44.0,51,2,1.02,True
2021-08-02,2021,8,2021-08-02,Normal,44.0,49,44.0,52,44.0,48,3,0.9796,True
2021-08-03,2021,8,2021-08-02,Normal,44.0,46,44.0,49,44.0,47,2,1.0217,True
2021-08-04,2021,8,2021-08-02,Normal,44.0,55,44.0,55,44.0,54,3,0.9818,True
2021-08-05,2021,8,2021-08-02,Normal,44.0,39,44.0,40,44.0,38,4,0.9744,False
2021-08-06,2021,8,2021-08-02,Normal,44.0,40,44.0,44,44.0,43,1,1.075,False
2021-08-07,2021,8,2021-08-02,Normal,44.0,31,44.0,30,44.0,29,3,0.9355,False
2021-08-08,2021,8,2021-08-02,Normal,44.0,36,44.0,39,44.0,38,1,1.0556,False
2021-08-09,2021,8,2021-08-09,Normal,44.0,34,44.0,33,44.0,32,3,0.9412,False
2021-08-10,2021,8,2021-08-09,Normal,44.0,53,44.0,53,44.0,52,4,0.9811,True
2021-08-11,2021,8,2021-08-09,Normal,44.0,48,44.0,49,44.0,48,4,1.0,True
2021-08-12,2021,8,2021-08-09,Normal,44.0,51,44.0,55,44.0,53,2,1.0392,True
2021-08-13,2021,8,2021-08-09,Normal,44.0,44,44.0,46,44.0,44,2,1.0,True
2021-08-14,2021,8,2021-08-09,Normal,44.0,31,44.0,32,44.0,31,2,1.0,False
2021-08-15,2021,8,2021-08-09,Normal,44.0,29,44.0,30,44.0,28,3,0.9655,False
2021-08-16,2021,8,2021-08-16,Normal,44.0,56,44.0,59,44.0,53,6,0.9464,True
2021-08-17,2021,8,2021-08-16,Normal,44.0,37,44.0,43,44.0,40,3,1.0811,False
2021-08-18,2021,8,2021-08-16,Normal,44.0,41,44.0,44,44.0,44,0,1.0732,True
2021-08-19,2021,8,2021-08-16,Normal,44.0,63,44.0,64,44.0,63,0,1.0,True
2021-08-20,2021,8,2021-08-16,Normal,44.0,46,44.0,47,44.0,45,1,0.9783,True
2021-08-21,2021,8,2021-08-16,Normal,44.0,37,44.0,36,44.0,35,3,0.9459,False
2021-08-22,2021,8,2021-08-16,Normal,44.0,30,44.0,34,44.0,33,0,1.1,False
2021-08-23,2021,8,2021-08-23,Normal,44.0,45,44.0,45,44.0,44,1,0.9778,True
2021-08-24,2021,8,2021-08-23,Normal,44.0,48,44.0,47,44.0,47,2,0.9792,True
2021-08-25,2021,8,2021-08-23,Normal,44.0,44,44.0,42,44.0,41,5,0.9318,False
2021-08-26,2021,8,2021-08-23,Normal,44.0,49,44.0,56,44.0,56,0,1.1429,True
2021-08-27,2021,8,2021-08-23,Normal,44.0,33,44.0,31,44.0,30,3,0.9091,False
2021-08-28,2021,8,2021-08-23,Normal,44.0,32,44.0,34,44.0,34,1,1.0625,False
2021-08-29,2021,8,2021-08-23,Normal,44.0,28,44.0,29,44.0,28,1,1.0,False
2021-08-30,2021,8,2021-08-30,Normal,44.0,44,44.0,43,44.0,43,2,0.9773,False
2021-08-31,2021,8,2021-08-30,Normal,44.0,44,44.0,44,44.0,42,4,0.9545,False
2021-09-01,2021,9,2021-08-30,Normal,44.0,45,44.0,46,44.0,42,7,0.9333,False
2021-09-02,2021,9,2021-08-30,Normal,44.0,49,44.0,57,44.0,54,2,1.102,True
2021-09-03,2021,9,2021-08-30,Normal,44.0,52,44.0,52,44.0,51,3,0.9808,True
2021-09-04,2021,9,2021-08-30,Normal,44.0,37,44.0,39,44.0,38,2,1.027,False
2021-09-05,2021,9,2021-08-30,Normal,44.0,41,44.0,42,44.0,42,1,1.0244,False
2021-09-06,2021,9,2021-09-06,Normal,44.0,45,44.0,46,44.0,44,2,0.9778,True
2021-09-07,2021,9,2021-09-06,Normal,44.0,53,44.0,54,44.0,50,5,0.9434,True
2021-09-08,2021,9,2021-09-06,Normal,44.0,29,44.0,34,44.0,33,1,1.1379,False
2021-09-09,2021,9,2021-09-06,Normal,44.0,42,44.0,37,44.0,35,8,0.8333,False
2021-09-10,2021,9,2021-09-06,Normal,44.0,44,44.0,48,44.0,47,5,1.0682,True
2021-09-11,2021,9,2021-09-06,Normal,44.0,56,44.0,61,44.0,60,1,1.0714,True
2021-09-12,2021,9,2021-09-06,Normal,44.0,41,44.0,42,44.0,40,2,0.9756,False
2021-09-13,2021,9,2021-09-13,Normal,44.0,47,44.0,46,44.0,42,7,0.8936,False
2021-09-14,2021,9,2021-09-13,Normal,44.0,50,44.0,55,44.0,52,5,1.04,True
2021-09-15,2021,9,2021-09-13,Normal,44.0,41,44.0,43,44.0,42,4,1.0244,False
2021-09-16,2021,9,2021-09-13,Normal,44.0,45,44.0,50,44.0,48,1,1.0667,True
2021-09-17,2021,9,2021-09-13,Normal,44.0,34,44.0,35,44.0,34,1,1.0,False
2021-09-18,2021,9,2021-09-13,Normal,44.0,37,44.0,38,44.0,34,4,0.9189,False
2021-09-19,2021,9,2021-09-13,Normal,44.0,45,44.0,48,44.0,46,3,1.0222,True
2021-09-20,2021,9,2021-09-20,Normal,44.0,31,44.0,35,44.0,35,0,1.129,False
2021-09-21,2021,9,2021-09-20,Normal,44.0,45,44.0,42,44.0,41,4,0.9111,False
2021-09-22,2021,9,2021-09-20,Normal,44.0,36,44.0,39,44.0,38,2,1.0556,False
2021-09-23,2021,9,2021-09-20,Normal,44.0,40,44.0,40,44.0,36,6,0.9,False
2021-09-24,2021,9,2021-09-20,Normal,44.0,45,44.0,50,44.0,45,6,1.0,True
2021-09-25,2021,9,2021-09-20,Normal,44.0,39,44.0,44,44.0,42,3,1.0769,False
2021-09-26,2021,9,2021-09-20,Normal,44.0,51,44.0,51,44.0,49,5,0.9608,True
2021-09-27,2021,9,2021-09-27,Normal,44.0,49,44.0,52,44.0,48,6,0.9796,True
2021-09-28,2021,9,2021-09-27,Normal,44.0,42,44.0,49,44.0,48,0,1.1429,True
2021-09-29,2021,9,2021-09-27,Normal,44.0,43,44.0,41,44.0,40,3,0.9302,False
2021-09-30,2021,9,2021-09-27,Normal,44.0,41,44.0,45,44.0,43,1,1.0488,False
2021-10-01,2021,10,2021-09-27,Normal,44.0,54,44.0,52,44.0,50,5,0.9259,True
2021-10-02,2021,10,2021-09-27,Normal,44.0,33,44.0,37,44.0,35,3,1.0606,False
2021-10-03,2021,10,2021-09-27,Normal,44.0,34,44.0,36,44.0,35,2,1.0294,False
2021-10-04,2021,10,2021-10-04,Normal,44.0,41,44.0,43,44.0,41,2,1.0,False
2021-10-05,2021,10,2021-10-04,Normal,44.0,43,44.0,44,44.0,43,2,1.0,False
2021-10-06,2021,10,2021-10-04,Normal,44.0,43,44.0,45,44.0,42,3,0.9767,False
2021-10-07,2021,10,2021-10-04,Normal,44.0,45,44.0,43,44.0,42,6,0.9333,False
2021-10-08,2021,10,2021-10-04,Normal,44.0,31,44.0,34,44.0,32,5,1.0323,False
2021-10-09,2021,10,2021-10-04,Normal,44.0,35,44.0,39,44.0,38,2,1.0857,False
2021-10-10,2021,10,2021-10-04,Normal,44.0,49,44.0,52,44.0,51,0,1.0408,True
2021-10-11,2021,10,2021-10-11,Normal,44.0,35,44.0,34,44.0,32,3,0.9143,False
2021-10-12,2021,10,2021-10-11,Normal,44.0,59,44.0,64,44.0,61,1,1.0339,True
2021-10-13,2021,10,2021-10-11,Normal,44.0,35,44.0,34,44.0,33,3,0.9429,False
2021-10-14,2021,10,2021-10-11,Normal,44.0,52,44.0,54,44.0,53,2,1.0192,True
2021-10-15,2021,10,2021-10-11,Christmas,82.0,71,82.0,73,82.0,67,6,0.9437,False
2021-10-16,2021,10,2021-10-11,Christmas,82.0,66,82.0,73,82.0,69,3,1.0455,False
2021-10-17,2021,10,2021-10-11,Christmas,82.0,81,82.0,78,82.0,74,10,0.9136,False
2021-10-18,2021,10,2021-10-18,Christmas,82.0,83,82.0,88,82.0,80,13,0.9639,False
2021-10-19,2021,10,2021-10-18,Christmas,82.0,87,82.0,89,82.0,82,18,0.9425,True
2021-10-20,2021,10,2021-10-18,Christmas,82.0,79,82.0,85,82.0,80,17,1.0127,False
2021-10-21,2021,10,2021-10-18,Christmas,82.0,75,82.0,84,82.0,79,13,1.0533,False
2021-10-22,2021,10,2021-10-18,Christmas,82.0,81,82.0,89,82.0,82,12,1.0123,True
2021-10-23,2021,10,2021-10-18,Christmas,82.0,63,82.0,70,82.0,65,10,1.0317,False
2021-10-24,2021,10,2021-10-18,Christmas,82.0,70,82.0,76,82.0,69,11,0.9857,False
2021-10-25,2021,10,2021-10-25,Christmas,82.0,57,82.0,61,82.0,58,10,1.0175,False
2021-10-26,2021,10,2021-10-25,Christmas,82.0,81,82.0,85,82.0,81,10,1.0,False
2021-10-27,2021,10,2021-10-25,Christmas,82.0,70,82.0,82,82.0,78,2,1.1143,False
2021-10-28,2021,10,2021-10-25,Christmas,82.0,89,82.0,92,82.0,86,5,0.9663,True
2021-10-29,2021,10,2021-10-25,Christmas,82.0,93,82.0,94,82.0,90,8,0.9677,True
2021-10-30,2021,10,2021-10-25,Christmas,82.0,59,82.0,61,82.0,60,7,1.0169,False
2021-10-31,2021,10,2021-10-25,Christmas,82.0,76,82.0,80,82.0,73,10,0.9605,False
2021-11-01,2021,11,2021-11-01,Christmas,82.0,85,82.0,95,82.0,95,0,1.1176,True
2021-11-02,2021,11,2021-11-01,Christmas,82.0,78,82.0,78,82.0,71,7,0.9103,False
2021-11-03,2021,11,2021-11-01,Christmas,82.0,91,82.0,101,82.0,96,2,1.0549,True
2021-11-04,2021,11,2021-11-01,Christmas,82.0,83,82.0,85,82.0,78,7,0.9398,False
2021-11-05,2021,11,2021-11-01,Christmas,82.0,74,82.0,78,82.0,76,5,1.027,False
2021-11-06,2021,11,2021-11-01,Christmas,82.0,78,82.0,78,82.0,72,11,0.9231,False
2021-11-07,2021,11,2021-11-01,Christmas,82.0,60,82.0,69,82.0,65,6,1.0833,False
2021-11-08,2021,11,2021-11-08,Christmas,82.0,79,82.0,77,82.0,73,12,0.9241,False
2021-11-09,2021,11,2021-11-08,Christmas,82.0,75,82.0,79,82.0,73,14,0.9733,False
2021-11-10,2021,11,2021-11-08,Christmas,82.0,77,82.0,84,82.0,81,10,1.0519,False
2021-11-11,2021,11,2021-11-08,Christmas,82.0,78,82.0,78,82.0,73,15,0.9359,False
2021-11-12,2021,11,2021-11-08,Christmas,82.0,83,82.0,86,82.0,77,21,0.9277,False
2021-11-13,2021,11,2021-11-08,Christmas,82.0,56,82.0,62,82.0,56,21,1.0,False
2021-11-14,2021,11,2021-11-08,Christmas,82.0,65,82.0,71,82.0,69,17,1.0615,False
2021-11-15,2021,11,2021-11-15,Christmas,82.0,81,82.0,89,82.0,82,16,1.0123,True
2021-11-16,2021,11,2021-11-15,Christmas,82.0,67,82.0,72,82.0,66,17,0.9851,False
2021-11-17,2021,11,2021-11-15,Christmas,82.0,69,82.0,71,82.0,63,23,0.913,False
2021-11-18,2021,11,2021-11-15,Christmas,82.0,90,82.0,100,82.0,90,23,1.0,True
2021-11-19,2021,11,2021-11-15,Christmas,82.0,104,82.0,102,82.0,97,30,0.9327,True
2021-11-20,2021,11,2021-11-15,Christmas,82.0,55,82.0,63,82.0,58,27,1.0545,False
2021-11-21,2021,11,2021-11-15,Christmas,82.0,76,82.0,81,82.0,72,31,0.9474,False
2021-11-22,2021,11,2021-11-22,Christmas,82.0,82,82.0,87,82.0,76,37,0.9268,False
2021-11-23,2021,11,2021-11-22,Christmas,82.0,74,82.0,80,82.0,74,37,1.0,False
2021-11-24,2021,11,2021-11-22,Christmas,82.0,81,82.0,85,82.0,78,40,0.963,False
2021-11-25,2021,11,2021-11-22,Christmas,82.0,99,82.0,106,82.0,96,43,0.9697,True
2021-11-26,2021,11,2021-11-22,Christmas,82.0,85,82.0,90,82.0,83,45,0.9765,True
2021-11-27,2021,11,2021-11-22,Christmas,82.0,69,82.0,76,82.0,72,42,1.0435,False
2021-11-28,2021,11,2021-11-22,Christmas,82.0,62,82.0,62,82.0,56,48,0.9032,False
2021-11-29,2021,11,2021-11-29,Christmas,82.0,82,82.0,88,82.0,84,46,1.0244,True
2021-11-30,2021,11,2021-11-29,Christmas,82.0,81,82.0,85,82.0,80,47,0.9877,False
2021-12-01,2021,12,2021-11-29,Christmas,82.0,89,82.0,95,82.0,86,50,0.9663,True
2021-12-02,2021,12,2021-11-29,Christmas,82.0,81,82.0,84,82.0,77,54,0.9506,False
2021-12-03,2021,12,2021-11-29,Christmas,82.0,77,82.0,85,82.0,81,50,1.0519,False
2021-12-04,2021,12,2021-11-29,Christmas,82.0,61,82.0,66,82.0,63,48,1.0328,False
2021-12-05,2021,12,2021-11-29,Christmas,82.0,66,82.0,76,82.0,72,42,1.0909,False
2021-12-06,2021,12,2021-12-06,Christmas,82.0,71,82.0,79,82.0,71,42,1.0,False
2021-12-07,2021,12,2021-12-06,Christmas,82.0,82,82.0,86,82.0,84,40,1.0244,True
2021-12-08,2021,12,2021-12-06,Christmas,82.0,81,82.0,89,82.0,84,37,1.037,True
2021-12-09,2021,12,2021-12-06,Christmas,82.0,95,82.0,101,82.0,97,35,1.0211,True
2021-12-10,2021,12,2021-12-06,Christmas,82.0,81,82.0,85,82.0,77,39,0.9506,False
2021-12-11,2021,12,2021-12-06,Christmas,82.0,71,82.0,82,82.0,78,32,1.0986,False
2021-12-12,2021,12,2021-12-06,Christmas,82.0,72,82.0,79,82.0,75,29,1.0417,False
2021-12-13,2021,12,2021-12-13,Christmas,82.0,74,82.0,80,82.0,76,27,1.027,False
2021-12-14,2021,12,2021-12-13,Christmas,82.0,79,82.0,84,82.0,80,26,1.0127,False
2021-12-15,2021,12,2021-12-13,Christmas,82.0,87,82.0,96,82.0,90,23,1.0345,True
2021-12-16,2021,12,2021-12-13,Christmas,82.0,101,82.0,115,82.0,107,17,1.0594,True
2021-12-17,2021,12,2021-12-13,Christmas,82.0,86,82.0,89,82.0,86,17,1.0,True
2021-12-18,2021,12,2021-12-13,Christmas,82.0,72,82.0,77,82.0,73,16,1.0139,False
2021-12-19,2021,12,2021-12-13,Christmas,82.0,75,82.0,85,82.0,82,9,1.0933,True
2021-12-20,2021,12,2021-12-20,Christmas,82.0,74,82.0,79,82.0,76,7,1.027,False
2021-12-21,2021,12,2021-12-20,Christmas,82.0,73,82.0,77,82.0,70,10,0.9589,False
2021-12-22,2021,12,2021-12-20,Christmas,82.0,78,82.0,88,82.0,87,1,1.1154,True
2021-12-23,2021,12,2021-12-20,Christmas,82.0,70,82.0,66,82.0,61,10,0.8714,False
2021-12-24,2021,12,2021-12-20,Christmas,82.0,79,82.0,84,82.0,82,7,1.038,True
2021-12-25,2021,12,2021-12-20,Christmas,82.0,71,82.0,75,82.0,69,9,0.9718,False
2021-12-26,2021,12,2021-12-20,Christmas,82.0,67,82.0,72,82.0,67,9,1.0,False
2021-12-27,2021,12,2021-12-27,Christmas,82.0,86,82.0,92,82.0,84,11,0.9767,True
2021-12-28,2021,12,2021-12-27,Christmas,82.0,97,82.0,101,82.0,97,11,1.0,True
2021-12-29,2021,12,2021-12-27,Christmas,82.0,75,82.0,80,82.0,73,13,0.9733,False
2021-12-30,2021,12,2021-12-27,Christmas,82.0,94,82.0,100,82.0,93,14,0.9894,True
2021-12-31,2021,12,2021-12-27,Christmas,82.0,73,82.0,74,82.0,70,17,0.9589,False
2022-01-01,2022,1,2021-12-27,Christmas,85.0,72,85.0,72,85.0,67,22,0.9306,False
2022-01-02,2022,1,2021-12-27,Christmas,85.0,82,85.0,88,85.0,84,20,1.0244,False
2022-01-03,2022,1,2022-01-03,Christmas,85.0,90,85.0,90,85.0,90,20,1.0,True
2022-01-04,2022,1,2022-01-03,Christmas,85.0,76,85.0,83,85.0,77,19,1.0132,False
2022-01-05,2022,1,2022-01-03,Christmas,85.0,79,85.0,87,85.0,82,16,1.038,False
2022-01-06,2022,1,2022-01-03,Christmas,85.0,84,85.0,91,85.0,86,14,1.0238,True
2022-01-07,2022,1,2022-01-03,Christmas,85.0,105,85.0,112,85.0,107,12,1.019,True
2022-01-08,2022,1,2022-01-03,Normal,46.0,39,46.0,47,46.0,47,4,1.2051,True
2022-01-09,2022,1,2022-01-03,Normal,46.0,37,46.0,40,46.0,38,3,1.027,False
2022-01-10,2022,1,2022-01-10,Normal,46.0,42,46.0,43,46.0,41,4,0.9762,False
2022-01-11,2022,1,2022-01-10,Normal,46.0,56,46.0,60,46.0,60,0,1.0714,True
2022-01-12,2022,1,2022-01-10,Normal,46.0,39,46.0,35,46.0,32,7,0.8205,False
2022-01-13,2022,1,2022-01-10,Normal,46.0,39,46.0,43,46.0,42,4,1.0769,False
2022-01-14,2022,1,2022-01-10,Normal,46.0,36,46.0,41,46.0,41,0,1.1389,False
2022-01-15,2022,1,2022-01-10,Normal,46.0,49,46.0,46,46.0,43,6,0.8776,False
2022-01-16,2022,1,2022-01-10,Normal,46.0,36,46.0,38,46.0,37,5,1.0278,False
2022-01-17,2022,1,2022-01-17,Normal,46.0,48,46.0,49,46.0,47,6,0.9792,True
2022-01-18,2022,1,2022-01-17,Normal,46.0,44,46.0,49,46.0,49,1,1.1136,True
2022-01-19,2022,1,2022-01-17,Normal,46.0,46,46.0,49,46.0,47,0,1.0217,True
2022-01-20,2022,1,2022-01-17,Normal,46.0,45,46.0,47,46.0,44,1,0.9778,False
2022-01-21,2022,1,2022-01-17,Normal,46.0,44,46.0,46,46.0,45,0,1.0227,False
2022-01-22,2022,1,2022-01-17,Normal,46.0,40,46.0,40,46.0,39,1,0.975,False
2022-01-23,2022,1,2022-01-17,Normal,46.0,30,46.0,29,46.0,28,3,0.9333,False
2022-01-24,2022,1,2022-01-24,Normal,46.0,47,46.0,51,46.0,47,3,1.0,True
2022-01-25,2022,1,2022-01-24,Normal,46.0,37,46.0,41,46.0,39,1,1.0541,False
2022-01-26,2022,1,2022-01-24,Normal,46.0,39,46.0,39,46.0,38,2,0.9744,False
2022-01-27,2022,1,2022-01-24,Normal,46.0,44,46.0,49,46.0,47,0,1.0682,True
2022-01-28,2022,1,2022-01-24,Normal,46.0,51,46.0,50,46.0,48,3,0.9412,True
2022-01-29,2022,1,2022-01-24,Normal,46.0,40,46.0,42,46.0,39,4,0.975,False
2022-01-30,2022,1,2022-01-24,Normal,46.0,40,46.0,45,46.0,43,1,1.075,False
2022-01-31,2022,1,2022-01-31,Normal,46.0,56,46.0,57,46.0,53,4,0.9464,True
2022-02-01,2022,2,2022-01-31,Normal,46.0,39,46.0,40,46.0,38,5,0.9744,False
2022-02-02,2022,2,2022-01-31,Normal,46.0,45,46.0,51,46.0,49,1,1.0889,True
2022-02-03,2022,2,2022-01-31,Normal,46.0,56,46.0,56,46.0,55,2,0.9821,True
2022-02-04,2022,2,2022-01-31,Normal,46.0,30,46.0,30,46.0,29,3,0.9667,False
2022-02-05,2022,2,2022-01-31,Normal,46.0,32,46.0,32,46.0,31,4,0.9688,False
2022-02-06,2022,2,2022-01-31,Normal,46.0,46,46.0,50,46.0,49,1,1.0652,True
2022-02-07,2022,2,2022-02-07,Normal,46.0,52,46.0,49,46.0,46,7,0.8846,True
2022-02-08,2022,2,2022-02-07,Normal,46.0,47,46.0,56,46.0,56,0,1.1915,True
2022-02-09,2022,2,2022-02-07,Normal,46.0,60,46.0,57,46.0,57,3,0.95,True
2022-02-10,2022,2,2022-02-07,Normal,46.0,54,46.0,55,46.0,54,3,1.0,True
2022-02-11,2022,2,2022-02-07,Normal,46.0,43,46.0,42,46.0,42,4,0.9767,False
2022-02-12,2022,2,2022-02-07,Normal,46.0,46,46.0,46,46.0,44,6,0.9565,False
2022-02-13,2022,2,2022-02-07,Normal,46.0,40,46.0,44,46.0,41,5,1.025,False
2022-02-14,2022,2,2022-02-14,Normal,46.0,53,46.0,58,46.0,56,2,1.0566,True
2022-02-15,2022,2,2022-02-14,Normal,46.0,51,46.0,56,46.0,53,0,1.0392,True
2022-02-16,2022,2,2022-02-14,Normal,46.0,50,46.0,45,46.0,43,7,0.86,False
2022-02-17,2022,2,2022-02-14,Normal,46.0,48,46.0,56,46.0,53,2,1.1042,True
2022-02-18,2022,2,2022-02-14,Normal,46.0,51,46.0,49,46.0,48,5,0.9412,True
2022-02-19,2022,2,2022-02-14,Normal,46.0,49,46.0,52,46.0,50,4,1.0204,True
2022-02-20,2022,2,2022-02-14,Easter,61.0,65,61.0,71,61.0,71,0,1.0923,True
2022-02-21,2022,2,2022-02-21,Easter,61.0,76,61.0,72,61.0,68,8,0.8947,True
2022-02-22,2022,2,2022-02-21,Easter,61.0,49,61.0,55,61.0,54,3,1.102,False
2022-02-23,2022,2,2022-02-21,Easter,61.0,54,61.0,56,61.0,55,2,1.0185,False
2022-02-24,2022,2,2022-02-21,Easter,61.0,57,61.0,54,61.0,52,7,0.9123,False
2022-02-25,2022,2,2022-02-21,Easter,61.0,58,61.0,59,61.0,59,6,1.0172,False
2022-02-26,2022,2,2022-02-21,Easter,61.0,52,61.0,59,61.0,58,0,1.1154,False
2022-02-27,2022,2,2022-02-21,Easter,61.0,43,61.0,41,61.0,38,5,0.8837,False
2022-02-28,2022,2,2022-02-28,Easter,61.0,72,61.0,81,61.0,80,0,1.1111,True
2022-03-01,2022,3,2022-02-28,Easter,61.0,62,61.0,59,61.0,55,7,0.8871,False
2022-03-02,2022,3,2022-02-28,Easter,61.0,60,61.0,66,61.0,65,2,1.0833,True
2022-03-03,2022,3,2022-02-28,Easter,61.0,55,61.0,56,61.0,54,3,0.9818,False
2022-03-04,2022,3,2022-02-28,Easter,61.0,43,61.0,46,61.0,43,3,1.0,False
2022-03-05,2022,3,2022-02-28,Easter,61.0,44,61.0,45,61.0,44,3,1.0,False
2022-03-06,2022,3,2022-02-28,Easter,61.0,42,61.0,41,61.0,41,4,0.9762,False
2022-03-07,2022,3,2022-03-07,Easter,61.0,58,61.0,64,61.0,63,0,1.0862,True
2022-03-08,2022,3,2022-03-07,Easter,61.0,62,61.0,60,61.0,58,4,0.9355,False
2022-03-09,2022,3,2022-03-07,Easter,61.0,63,61.0,68,61.0,65,2,1.0317,True
2022-03-10,2022,3,2022-03-07,Easter,61.0,52,61.0,54,61.0,53,1,1.0192,False
2022-03-11,2022,3,2022-03-07,Easter,61.0,60,61.0,59,61.0,59,2,0.9833,False
2022-03-12,2022,3,2022-03-07,Easter,61.0,48,61.0,47,61.0,45,5,0.9375,False
2022-03-13,2022,3,2022-03-07,Easter,61.0,41,61.0,41,61.0,40,6,0.9756,False
2022-03-14,2022,3,2022-03-14,Easter,61.0,60,61.0,66,61.0,62,4,1.0333,True
2022-03-15,2022,3,2022-03-14,Easter,61.0,61,61.0,62,61.0,62,3,1.0164,True
2022-03-16,2022,3,2022-03-14,Easter,61.0,69,61.0,67,61.0,66,6,0.9565,True
2022-03-17,2022,3,2022-03-14,Easter,61.0,60,61.0,64,61.0,62,4,1.0333,True
2022-03-18,2022,3,2022-03-14,Easter,61.0,54,61.0,61,61.0,60,0,1.1111,False
2022-03-19,2022,3,2022-03-14,Easter,61.0,51,61.0,54,61.0,50,1,0.9804,False
2022-03-20,2022,3,2022-03-14,Easter,61.0,46,61.0,42,61.0,42,5,0.913,False
2022-03-21,2022,3,2022-03-21,Easter,61.0,65,61.0,68,61.0,68,2,1.0462,True
2022-03-22,2022,3,2022-03-21,Easter,61.0,53,61.0,56,61.0,55,0,1.0377,False
2022-03-23,2022,3,2022-03-21,Easter,61.0,53,61.0,53,61.0,52,1,0.9811,False
2022-03-24,2022,3,2022-03-21,Easter,61.0,56,61.0,54,61.0,51,6,0.9107,False
2022-03-25,2022,3,2022-03-21,Easter,61.0,56,61.0,60,61.0,59,3,1.0536,False
2022-03-26,2022,3,2022-03-21,Easter,61.0,38,61.0,40,61.0,39,2,1.0263,False
2022-03-27,2022,3,2022-03-21,Easter,61.0,68,61.0,69,61.0,66,4,0.9706,True
2022-03-28,2022,3,2022-03-28,Easter,61.0,77,61.0,81,61.0,77,4,1.0,True
2022-03-29,2022,3,2022-03-28,Easter,61.0,59,61.0,58,61.0,54,9,0.9153,False
2022-03-30,2022,3,2022-03-28,Easter,61.0,69,61.0,78,61.0,73,5,1.058,True
2022-03-31,2022,3,2022-03-28,Easter,61.0,56,61.0,54,61.0,53,8,0.9464,False
2022-04-01,2022,4,2022-03-28,Easter,61.0,57,61.0,65,61.0,60,5,1.0526,False
2022-04-02,2022,4,2022-03-28,Easter,61.0,55,61.0,57,61.0,54,6,0.9818,False
2022-04-03,2022,4,2022-03-28,Easter,61.0,52,61.0,54,61.0,51,7,0.9808,False
2022-04-04,2022,4,2022-04-04,Easter,61.0,57,61.0,60,61.0,58,6,1.0175,False
2022-04-05,2022,4,2022-04-04,Easter,61.0,63,61.0,72,61.0,70,0,1.1111,True
2022-04-06,2022,4,2022-04-04,Easter,61.0,57,61.0,56,61.0,52,5,0.9123,False
2022-04-07,2022,4,2022-04-04,Easter,61.0,64,61.0,66,61.0,65,4,1.0156,True
2022-04-08,2022,4,2022-04-04,Normal,46.0,52,46.0,52,46.0,52,4,1.0,True
2022-04-09,2022,4,2022-04-04,Normal,46.0,41,46.0,44,46.0,44,1,1.0732,False
2022-04-10,2022,4,2022-04-04,Normal,46.0,48,46.0,50,46.0,49,0,1.0208,True
